iter	Logloss
279	0.435058198
280	0.4349685123
281	0.4348938697
282	0.4348252486
283	0.4347191165
284	0.4346106837
285	0.434543723
286	0.4344610673
287	0.4344016346
288	0.4343111585
289	0.4342530841
290	0.4342019982
291	0.4341312166
292	0.4340590168
293	0.4340066205
294	0.4338003128
295	0.4336543568
296	0.4335260633
297	0.4334739137
298	0.4333986637
299	0.4333188683
300	0.4332735183
301	0.4332031257
302	0.4331295415
303	0.4330444762
304	0.4329921458
305	0.4328340507
306	0.4327185615
307	0.4325935195
308	0.43255724
309	0.4324665882
310	0.4323809973
311	0.4322888192
312	0.4322591561
313	0.4321561493
314	0.4320544233
315	0.4319596492
316	0.4318832698
317	0.4317734103
318	0.4317211753
319	0.4316639612
320	0.4315761014
321	0.4314612443
322	0.4313835389
323	0.4313023388
324	0.4311980467
325	0.4311307366
326	0.4310340784
327	0.4309988013
328	0.4309183979
329	0.4308243706
330	0.4307531619
331	0.4307271161
332	0.4306555042
333	0.4305850498
334	0.4304990104
335	0.4303779331
336	0.4303075713
337	0.430244917
338	0.4301631915
339	0.4300945242
340	0.4299440655
341	0.4298605683
342	0.4297676531
343	0.4296791592
344	0.4295815729
345	0.429480667
346	0.4294270643
347	0.4293350552
348	0.4292803631
349	0.4291911401
350	0.4291216941
351	0.4290525603
352	0.4289648469
353	0.4288712309
354	0.4287227125
355	0.4286504762
356	0.4285524657
357	0.4284541212
358	0.428380491
359	0.4283043334
360	0.4282604413
361	0.4281844481
362	0.4281276272
363	0.4280616509
364	0.4279986963
365	0.4279425823
366	0.4278534466
367	0.4278088071
368	0.4277356801
369	0.4276882052
370	0.4276001094
371	0.4274974754
372	0.4274540723
373	0.4273567551
374	0.4273010607
375	0.4272215369
376	0.4271665497
377	0.427097764
378	0.427020656
379	0.426955752
380	0.4268561046
381	0.42674388
382	0.426607449
383	0.4265634913
384	0.4264784483
385	0.4264218175
386	0.4263386384
387	0.426256893
388	0.4261770463
389	0.4261238414
390	0.4260622515
391	0.4259943308
392	0.4259145938
393	0.425853924
394	0.4257743885
395	0.4257017479
396	0.4256197806
397	0.425538585
398	0.4254215217
399	0.4253659856
400	0.4253037276
401	0.4252648282
402	0.4251452936
403	0.425086145
404	0.4250191535
405	0.4249623914
406	0.4249099624
407	0.4248254953
408	0.424776348
409	0.4247329278
410	0.4246821297
411	0.4246370669
412	0.4245798637
413	0.4244932395
414	0.4244457011
415	0.4243538086
416	0.4242818983
417	0.4241964903
418	0.4241430328
419	0.4240741021
420	0.4240070189
421	0.4239600253
422	0.423884995
423	0.4238024912
424	0.4237435037
425	0.42366652
426	0.4236039067
427	0.4235338063
428	0.4234448694
429	0.4233723157
430	0.4233218625
431	0.423240294
432	0.4231750002
433	0.4231287932
434	0.4230905719
435	0.4230046972
436	0.4228846474
437	0.4228125725
438	0.4227805478
439	0.4227337885
440	0.4227006695
441	0.4226202618
442	0.4225451284
443	0.422478451
444	0.4223932878
445	0.4223243167
446	0.422253067
447	0.4221768679
448	0.4220812416
449	0.4220337425
450	0.4219766872
451	0.4219137081
452	0.4218605116
453	0.4218104394
454	0.4217614243
455	0.4217240806
456	0.4216432716
457	0.4215855088
458	0.421515308
459	0.4214436111
460	0.4213883002
461	0.4213323056
462	0.4212941101
463	0.4212286036
464	0.4211762998
465	0.4211137725
466	0.4210530151
467	0.4210112286
468	0.420953866
469	0.4209229272
470	0.4208635836
471	0.4207724333
472	0.4206961122
473	0.4206459102
474	0.4205893985
475	0.4205524259
476	0.4204822153
477	0.4204125097
478	0.4203799851
479	0.4203165133
480	0.4202675955
481	0.4201988188
482	0.4201425095
483	0.4200900357
484	0.4200260298
485	0.4199205075
486	0.4198725615
487	0.4198180405
488	0.4197661494
489	0.4196790526
490	0.4196445216
491	0.4195994791
492	0.4195194452
493	0.4194360563
494	0.419402965
495	0.4193168399
496	0.4192692533
497	0.419233051
498	0.4191837979
499	0.4191265991
500	0.4190264184
501	0.4189788341
502	0.4189354958
503	0.4188803765
504	0.418831499
505	0.4187815832
506	0.4187352639
507	0.4186891304
508	0.418633729
509	0.4185692595
510	0.418486577
511	0.4184368218
512	0.4183865558
513	0.418324356
514	0.4182798163
515	0.418241344
516	0.4181535937
517	0.4180767786
518	0.4180394913
519	0.417990838
520	0.4179402566
521	0.4178753923
522	0.4178127898
523	0.4177656374
524	0.4177158948
525	0.4176579068
526	0.4175958989
527	0.4175230313
528	0.417463267
529	0.4174092226
530	0.4173325728
531	0.4172629254
532	0.4172213931
533	0.417186789
534	0.4171586924
535	0.4171139687
536	0.4170540961
537	0.4169754931
538	0.4168857135
539	0.4167963164
540	0.4167477491
541	0.4166926306
542	0.4166244016
543	0.4166085781
544	0.4165638521
545	0.4165048904
546	0.4164582282
547	0.4164039039
548	0.4163641392
549	0.4163092085
550	0.4162454147
551	0.4161961402
552	0.4161746557
553	0.4160797092
554	0.4160406679
555	0.415986744
556	0.4159364584
557	0.4158813188
558	0.4158386826
559	0.4157950824
560	0.4157744049
561	0.4157222359
562	0.4156716206
563	0.415602665
564	0.4155563489
565	0.4154930889
566	0.4154384385
567	0.4153602781
568	0.4152714534
569	0.4152269036
570	0.4151467152
571	0.4151027973
572	0.4150558364
573	0.4150220355
574	0.4149742378
575	0.4149160183
576	0.414861923
577	0.4147954242
578	0.4147204999
579	0.4146806674
580	0.4146426645
581	0.4146062086
582	0.4145478104
583	0.4145077709
584	0.4144841442
585	0.4144451159
586	0.4144010423
587	0.4143385063
588	0.4142748769
589	0.4141889246
590	0.4141504524
591	0.4141074807
592	0.4140603632
593	0.41398908
594	0.4139176315
595	0.4138717211
596	0.4138360753
597	0.4138102131
598	0.413728397
599	0.4136779044
600	0.4136142323
601	0.4135478559
602	0.4135131148
603	0.4134743328
604	0.413444333
605	0.4134153262
606	0.4133650743
607	0.4133079658
608	0.4132519475
609	0.4131991017
610	0.4131320137
611	0.4130487684
612	0.4130094939
613	0.4129394904
614	0.4128984019
615	0.4128537762
616	0.4127945076
617	0.4127153348
618	0.4126680314
619	0.4126369942
620	0.4125729844
621	0.4125003625
622	0.4124551101
623	0.4123671771
624	0.4123266966
625	0.412278385
626	0.412232966
627	0.412181539
628	0.4121325555
629	0.412075854
630	0.4120274051
631	0.4119798344
632	0.4119224529
633	0.4118857545
634	0.4118296534
635	0.4117693219
636	0.4117418922
637	0.4116960734
638	0.4116226868
639	0.4115870717
640	0.4115399163
641	0.4115161872
642	0.4114597692
643	0.4114055152
644	0.4113659265
645	0.4113117455
646	0.4112595462
647	0.4112384166
648	0.4111933586
649	0.4111238754
650	0.411054679
651	0.4110151538
652	0.4109563037
653	0.4109103903
654	0.4108233323
655	0.4107787724
656	0.4107116448
657	0.4106473253
658	0.4105884486
659	0.4105691118
660	0.4105232084
661	0.4104676049
662	0.4104001204
663	0.4103734304
664	0.4103019516
665	0.4102365147
666	0.4102064264
667	0.4101389027
668	0.4101121783
669	0.4100753973
670	0.4100399924
671	0.4100010477
672	0.4099344432
673	0.4098851953
674	0.409843227
675	0.4097775886
676	0.4097197596
677	0.409693952
678	0.4096392498
679	0.4095853645
680	0.409512147
681	0.4094465647
682	0.4094175004
683	0.40937557
684	0.4093153093
685	0.4092782508
686	0.4091950285
687	0.4091457532
688	0.4090933081
689	0.4090528512
690	0.4089779557
691	0.4089394452
692	0.4089148469
693	0.4088545934
694	0.4087975994
695	0.4087570947
696	0.408698974
697	0.4086514484
698	0.4085826132
699	0.4085471173
700	0.4084742985
701	0.4084141037
702	0.4083644148
703	0.4082890139
704	0.4082409943
705	0.4082265655
706	0.408147988
707	0.408109258
708	0.4080712415
709	0.4080182257
710	0.4079733391
711	0.4079335807
712	0.4078857937
713	0.4078357694
714	0.4078131402
715	0.4077677046
716	0.4077029886
717	0.4076367535
718	0.4075892256
719	0.4075325329
720	0.4074821629
721	0.4074349574
722	0.4073985682
723	0.4073263494
724	0.4072883725
725	0.4072480985
726	0.4072149101
727	0.4071663864
728	0.4071242155
729	0.4070740053
730	0.4070209922
731	0.4069862886
732	0.4069686365
733	0.4069376235
734	0.4068752103
735	0.406798259
736	0.4067353779
737	0.4067031374
738	0.4066548651
739	0.4066109126
740	0.4065274652
741	0.406506763
742	0.4064602333
743	0.4064159828
744	0.4063651089
745	0.4063309699
746	0.4062688398
747	0.4062158583
748	0.406184579
749	0.4061312775
750	0.4060952925
751	0.40603093
752	0.4060031248
753	0.4059538117
754	0.4059270914
755	0.40590548
756	0.4058790848
757	0.4058251211
758	0.4057614307
759	0.4057428296
760	0.4056788364
761	0.4056155229
762	0.4055533274
763	0.4055099449
764	0.4054706563
765	0.405418613
766	0.40536487
767	0.405316153
768	0.4052631542
769	0.4051991138
770	0.4051634369
771	0.40512336
772	0.4050793249
773	0.4050423659
774	0.4050084269
775	0.4049733586
776	0.4049339953
777	0.4048884485
778	0.4048417358
779	0.404795025
780	0.4047525041
781	0.4046959235
782	0.4046579993
783	0.4046269269
784	0.4045662617
785	0.404508698
786	0.4044765279
787	0.404425625
788	0.4043954069
789	0.4043373149
790	0.4042982135
791	0.4042708591
792	0.4042449806
793	0.4041986861
794	0.4041566133
795	0.4041292492
796	0.4040795582
797	0.4040274193
798	0.4039938809
799	0.403932343
800	0.4038870866
801	0.4038398016
802	0.403793235
803	0.4037664533
804	0.4037226355
805	0.4036773629
806	0.403636697
807	0.4036082755
808	0.403573652
809	0.4035391607
810	0.4034867735
811	0.403456731
812	0.4034116323
813	0.4033630106
814	0.403312327
815	0.4032693006
816	0.4032423889
817	0.4031949347
818	0.4031420014
819	0.4031000913
820	0.4030434229
821	0.4030125517
822	0.4029803467
823	0.4029399819
824	0.402879823
825	0.4028490267
826	0.4027764544
827	0.4027465179
828	0.4026765104
829	0.4026482135
830	0.4026077354
831	0.4025803828
832	0.4025275095
833	0.4024995116
834	0.4024401626
835	0.402408844
836	0.4023576082
837	0.4023251995
838	0.4022521673
839	0.4022199993
840	0.4021459416
841	0.4020929501
842	0.4020483397
843	0.4020347198
844	0.4019908381
845	0.4019740166
846	0.4019548612
847	0.4018955196
848	0.4018506458
849	0.4018166176
850	0.4017786553
851	0.4017264787
852	0.4017078043
853	0.4016655319
854	0.4015913738
855	0.4015449999
856	0.4015278801
857	0.4014890506
858	0.4014506272
859	0.4014167717
860	0.4013961003
861	0.4013584236
862	0.4013313362
863	0.4012833998
864	0.4012401919
865	0.4012182266
866	0.4011597632
867	0.4011214337
868	0.4010389811
869	0.4009790956
870	0.4009162305
871	0.4008688069
872	0.4008572529
873	0.4008149276
874	0.4007830037
875	0.4007287015
876	0.4006905774
877	0.4006507856
878	0.4006121701
879	0.400583513
880	0.400556455
881	0.4005092068
882	0.4004440386
883	0.4004053305
884	0.4003761446
885	0.4003478887
886	0.4003159795
887	0.4002443398
888	0.4001916861
889	0.4001387901
890	0.4000891738
891	0.4000472127
892	0.3999837533
893	0.399932124
894	0.3999092494
895	0.3998911556
896	0.3998313162
897	0.3998080076
898	0.3997683082
899	0.3997184968
900	0.3996858465
901	0.3996599191
902	0.3996085589
903	0.3995618247
904	0.3995265357
905	0.3994972284
906	0.3994535646
907	0.3994191687
908	0.3993730726
909	0.3993442519
910	0.3993228365
911	0.3992862851
912	0.3992324288
913	0.3991934576
914	0.3991679239
915	0.3991301974
916	0.3990569505
917	0.3990397553
918	0.3990064835
919	0.3989583478
920	0.398900931
921	0.3988548945
922	0.3988192703
923	0.398772437
924	0.3987444688
925	0.3986946942
926	0.3986717573
927	0.3986102869
928	0.3985399075
929	0.3984652774
930	0.398429722
931	0.3983805966
932	0.3983110871
933	0.3982732584
934	0.3982128459
935	0.3981799881
936	0.3981284149
937	0.398089761
938	0.3980678389
939	0.3980316476
940	0.3979785006
941	0.3979546228
942	0.3978782551
943	0.3978252786
944	0.3977910062
945	0.397765658
946	0.3977184486
947	0.3976912343
948	0.3976598163
949	0.3976131368
950	0.3975876061
951	0.3975274809
952	0.3974918672
953	0.3974553715
954	0.3973884391
955	0.397362128
956	0.3973175967
957	0.397279145
958	0.3972334197
959	0.3971887488
960	0.3971592438
961	0.3971216869
962	0.3970941978
963	0.3970652981
964	0.3970283838
965	0.3970048498
966	0.3969465505
967	0.3969111885
968	0.3968631161
969	0.3968418445
970	0.3967977002
971	0.396771242
972	0.3967100533
973	0.3966668916
974	0.3966262393
975	0.3965727757
976	0.3965283673
977	0.3964866633
978	0.3964465676
979	0.3964053609
980	0.3963513616
981	0.3963013844
982	0.3962763768
983	0.3962332262
984	0.396192929
985	0.396158641
986	0.3961321724
987	0.3960849769
988	0.3960543215
989	0.3960189221
990	0.3959736264
991	0.3959577269
992	0.3959191164
993	0.3958732663
994	0.3958417708
995	0.3958057159
996	0.3957745404
997	0.3957353583
998	0.395710617
999	0.3956494879
